,Alert,IQR,Kurto,Entro,Skewn,Sex,Comp,Picos,Umbral,Gama
244,FALSE,1.392885,13.363,1.1647,2.4151,Hombre,Slim,1,24.324,Alta
245,FALSE,1.783775,1.74316,1.73947,1.0321,Hombre,Slim,0,16.215,Alta
246,FALSE,2.793914,1.85223,1.80286,1.13,Hombre,Slim,1,15.585,Alta
247,FALSE,2.290624,2.25755,1.74714,1.2598,Hombre,Slim,0,16.229,Alta
248,FALSE,0.678798,13.3813,0.94458,2.756,Hombre,Slim,1,24.933,Alta
249,FALSE,1.793488,2.52596,1.75134,1.3847,Hombre,Slim,0,15.116,Alta
250,FALSE,1.900005,1.50883,1.81802,1.0374,Hombre,Slim,1,17.557,Alta
251,FALSE,0.569732,15.2196,0.9427,1.9921,Hombre,Slim,1,18.05,Alta
252,FALSE,2.248256,2.0201,1.76537,0.5593,Hombre,Slim,0,15.63,Alta
253,FALSE,3.419688,0.70568,1.95863,0.7514,Hombre,Slim,1,17.102,Alta
254,FALSE,1.995983,2.34079,1.76207,1.5071,Hombre,Slim,2,18.886,Alta
255,FALSE,1.650177,3.99887,1.64264,1.1598,Hombre,Slim,0,16.555,Alta
256,FALSE,2.469147,2.30657,1.76251,1.2946,Hombre,Slim,2,19.097,Alta
257,FALSE,13.4673,-1.409,2.2014,0.199,Hombre,Slim,4,22.4361,Media
258,FALSE,6.900674,0.2956,2.02528,0.8714,Hombre,Slim,5,29.933,Media
259,FALSE,8.364575,-0.2153,2.0933,0.9095,Hombre,Slim,7,21.229,Media
260,FALSE,10.26467,-0.5438,2.10922,0.7004,Hombre,Slim,1,16.692,Media
261,FALSE,6.536545,0.65967,2.02802,0.7935,Hombre,Slim,4,19.045,Media
262,FALSE,12.06852,-1.0224,2.13535,0.3479,Hombre,Slim,8,22.592,Media
263,FALSE,11.01961,-0.8761,2.19967,0.3874,Hombre,Slim,5,24.06,Media
264,FALSE,4.228833,1.23859,1.95278,1.0462,Hombre,Slim,5,19.215,Media
265,FALSE,5.892532,0.3458,1.9305,0.4198,Hombre,Slim,6,19.082,Media
266,FALSE,10.08234,-0.4767,2.17264,0.6162,Hombre,Slim,8,25.216,Media
267,FALSE,10.39605,-0.8085,2.12453,0.4051,Hombre,Slim,5,20.335,Media
268,FALSE,4.935277,-0.0558,2.09697,0.3839,Hombre,Slim,3,15.168,Media
269,FALSE,9.221904,0.12264,2.0409,0.9634,Hombre,Slim,8,20.815,Media
270,FALSE,8.69599,-0.1662,2.09812,0.8904,Hombre,Slim,1,17.753,Media
271,FALSE,7.067159,0.24181,2.02533,0.961,Hombre,Slim,5,25.788,Media
272,FALSE,1.080208,6.35174,1.48665,1.6374,Hombre,Slim,1,19.656,Media
273,FALSE,11.88038,-1.0194,2.18644,0.3734,Hombre,Slim,8,21.701,Media
274,FALSE,10.17523,-0.8298,2.18077,0.44,Hombre,Slim,6,17.243,Media
275,FALSE,2.109518,1.75344,1.69614,0.352,Hombre,Slim,1,22.099,Media
276,FALSE,8.702937,-0.1255,2.04973,0.8964,Hombre,Slim,4,15.1,Media
277,FALSE,6.760759,0.27121,1.98163,0.9809,Hombre,Slim,5,25.356,Media
278,FALSE,1.60001,2.74373,1.7453,0.78652,Hombre,Slim,0,18.675,Alta
279,FALSE,13.0604,-0.4472,2.125,0.59881,Hombre,Slim,1,15.907,Alta
280,FALSE,10.9847,-0.1991,2.124,0.65985,Hombre,Slim,8,28.246,Alta
281,FALSE,10.1709,1.08232,1.9337,1.30866,Hombre,Slim,1,28.352,Alta
282,FALSE,12.6359,-0.6032,2.1445,0.52938,Hombre,Slim,7,28.047,Alta
283,FALSE,10.6376,-0.6757,2.1202,0.40598,Hombre,Slim,8,19.964,Alta
284,FALSE,3.87081,1.68075,1.8672,0.93829,Hombre,Slim,3,17.637,Alta
285,FALSE,8.41976,0.70897,2.0035,1.15125,Hombre,Slim,7,42.919,Alta
286,FALSE,6.84939,1.64301,1.8782,1.39175,Hombre,Slim,6,23.142,Alta
287,FALSE,2.96789,1.78049,1.7866,1.24907,Hombre,Slim,1,15.211,Alta
288,FALSE,5.77171,4.07673,1.6693,1.57182,Hombre,Slim,5,23.237,Alta
289,FALSE,14.3046,-0.768,2.118,0.57174,Hombre,Slim,1,36.448,Alta
290,FALSE,11.8024,-0.4798,2.102,0.60386,Hombre,Slim,6,27.72,Alta
291,FALSE,7.89874,0.68554,1.9841,1.09219,Hombre,Slim,9,17.344,Alta
292,FALSE,10.1028,0.45711,1.967,1.10409,Hombre,Slim,8,15.286,Alta
293,FALSE,7.12666,2.44196,1.8672,1.50243,Hombre,Slim,6,24.204,Alta
294,FALSE,12.4243,-0.7403,2.1903,0.43395,Hombre,Slim,9,22.34,Alta
295,FALSE,11.392,-0.4275,2.1401,0.58957,Hombre,Slim,7,19.243,Alta
296,FALSE,3.02331,4.26937,1.6564,1.50249,Hombre,Slim,1,24.468,Alta
297,FALSE,10.1385,0.68004,1.9856,1.15879,Hombre,Slim,7,21.41,Alta
298,TRUE,1.1284,16.431,0.98396,2.82766,Hombre,Slim,2,61.24,Alta
299,TRUE,1.2613,39.486,0.51334,4.98364,Hombre,Slim,0,63.31,Alta
300,TRUE,0.8079,8.8797,1.10959,1.97321,Hombre,Slim,1,19.025,Alta
301,TRUE,1.2403,13.616,1.20119,1.1127,Hombre,Slim,0,42.14,Alta
302,TRUE,0.9404,15.705,0.96201,3.08228,Hombre,Slim,1,21.742,Alta
303,TRUE,0.7183,20.916,1.18732,3.13811,Hombre,Slim,0,47.023,Alta
304,TRUE,0.7735,5.304,1.31382,0.96843,Hombre,Slim,1,16.65,Alta
305,TRUE,0.781,24.483,0.80496,3.57183,Hombre,Slim,0,54.87,Alta
306,TRUE,0.7471,11.757,0.93342,2.28027,Hombre,Slim,1,24.693,Alta
307,TRUE,0.8578,6.4149,1.30499,1.26849,Hombre,Slim,1,20.291,Alta
308,TRUE,0.5954,6.6036,1.04809,0.46184,Hombre,Slim,0,24.057,Alta
309,TRUE,1.0362,43.086,0.90963,5.45961,Hombre,Slim,0,54.029,Alta
310,TRUE,0.5149,22.969,0.67035,3.49634,Hombre,Slim,1,19.352,Alta
311,TRUE,0.8297,12.894,0.91963,1.8929,Hombre,Slim,0,24.049,Alta
312,TRUE,0.5724,24.937,0.65634,2.76356,Hombre,Slim,0,44.268,Alta
313,TRUE,0.433,41.203,0.76768,5.4124,Hombre,Slim,0,39.001,Alta
314,TRUE,1.2058,12.546,1.11419,1.2861,Hombre,Slim,0,43.448,Alta
315,TRUE,1.435,34.191,0.94954,4.77431,Hombre,Slim,0,58.18,Alta
316,TRUE,0.7292,32.907,0.63502,4.34511,Hombre,Slim,0,68.984,Alta
317,TRUE,2.6826,18.703,1.29721,3.40744,Hombre,Slim,1,17.773,Alta
318,TRUE,1.2331,9.1406,1.1903,1.98527,Hombre,Slim,1,20.179,Media
319,TRUE,0.7365,21.012,0.98492,3.50685,Hombre,Slim,0,30.317,Media
320,TRUE,1.1789,19.857,1.11334,2.58841,Hombre,Slim,0,39.39,Media
321,TRUE,1.0359,13.418,0.96452,2.04697,Hombre,Slim,1,26.09,Media
322,TRUE,1.2989,15.492,1.02177,2.61612,Hombre,Slim,0,27.925,Media
323,TRUE,0.5542,8.9226,0.90972,0.55682,Hombre,Slim,1,23.726,Media
324,TRUE,0.719,16.286,0.9018,2.78404,Hombre,Slim,0,30.014,Media
325,TRUE,0.6047,17.326,0.77048,1.74164,Hombre,Slim,0,35.241,Media
326,TRUE,0.5271,22.408,0.96063,2.48303,Hombre,Slim,0,30.987,Media
327,TRUE,0.6429,14.119,1.13477,0.81958,Hombre,Slim,0,27.728,Media
328,TRUE,0.7739,22.463,0.84113,3.27316,Hombre,Slim,0,33.791,Media
329,TRUE,0.8297,18.501,1.01927,2.5142,Hombre,Slim,0,28.384,Media
330,TRUE,0.3462,27.479,0.95564,3.40536,Hombre,Slim,0,28.973,Media
331,TRUE,0.6167,30.699,0.92529,4.1223,Hombre,Slim,0,36.226,Media
332,TRUE,0.4514,14.608,0.94032,1.49064,Hombre,Slim,0,27.656,Media
333,TRUE,0.4808,14.149,0.83748,1.52952,Hombre,Slim,0,24.618,Media
334,TRUE,1.1059,11.373,1.17189,1.43166,Hombre,Slim,0,23.858,Media
335,TRUE,1.3184,15.68,1.18706,2.79994,Hombre,Slim,0,29.101,Media
336,TRUE,0.6853,21.138,1.05225,3.3887,Hombre,Slim,0,30.403,Media
337,TRUE,2.5226,0.8576,1.82188,0.25384,Hombre,Slim,0,15.197,Media
338,TRUE,0.6572,8.60889,1.1688,0.7011,Hombre,Slim,1,23.5325,Alta
339,TRUE,0.6973,20.2471,0.9276,3.5127,Hombre,Slim,2,15.3587,Alta
340,TRUE,0.8283,11.1766,1.1168,2.0071,Hombre,Slim,0,16.399,Alta
341,TRUE,0.5753,8.1478,1.1644,1.2542,Hombre,Slim,1,17.17,Alta
342,TRUE,0.4175,23.482,0.9217,2.8166,Hombre,Slim,1,31.977,Alta
343,TRUE,0.5154,10.0273,1.0476,0.9279,Hombre,Slim,1,24.0581,Alta
344,TRUE,0.5765,10.0392,1.2747,2.5181,Hombre,Slim,2,18.1572,Alta
345,TRUE,0.3679,36.2079,0.6006,4.8092,Hombre,Slim,1,22.9779,Alta
346,TRUE,0.7113,6.57323,1.1987,0.7276,Hombre,Slim,0,16.2621,Media
347,TRUE,0.1343,29.9032,0.9867,4.5982,Hombre,Slim,1,22.288,Media
348,TRUE,0.2958,16.632,0.7874,1.7157,Hombre,Slim,1,31.93,Media
349,TRUE,0.1719,41.5257,0.5413,5.702,Hombre,Slim,1,27.6667,Media
350,TRUE,0.1974,22.0582,0.9197,3.8575,Hombre,Slim,1,19.6478,Media
351,TRUE,0.406,6.18696,1.1441,1.7417,Hombre,Slim,2,25.4292,Media
352,TRUE,0.1533,44.6205,0.4939,5.9409,Hombre,Slim,1,25.368,Media
353,FALSE,0.0883,34.3409,0.7768,4.6475,Hombre,Slim,1,17.8531,Media
354,FALSE,0.0953,44.3244,0.4709,5.8589,Hombre,Slim,1,26.0934,Media
355,FALSE,0.1472,34.8586,0.9582,5.0529,Hombre,Slim,1,22.6999,Media
356,FALSE,0.0884,34.1194,0.749,4.4373,Hombre,Slim,1,18.3005,Media
357,FALSE,0.1549,25.3508,0.8448,3.2948,Hombre,Slim,1,23.8301,Media
358,FALSE,0.2284,17.4496,0.7467,3.3298,Hombre,Slim,1,28.56,Alta
359,FALSE,0.1316,33.7354,0.7262,4.6409,Hombre,Slim,1,25.0319,Alta
360,FALSE,0.1121,24.1617,0.7573,3.4663,Hombre,Slim,1,28.634,Alta
361,FALSE,0.1052,38.3349,0.777,5.1688,Hombre,Slim,1,33.0676,Alta
362,FALSE,0.1437,26.9479,0.6007,3.9879,Hombre,Slim,1,35.7242,Alta
363,FALSE,0.3578,6.4159,1.0268,1.4931,Hombre,Slim,2,17.0034,Media
364,FALSE,0.99,7.5473,1.3552,1.782,Hombre,Slim,1,17.8126,Media
365,FALSE,0.6423,8.9152,1.3934,2.0202,Hombre,Slim,1,21.8104,Media
366,FALSE,0.9819,5.1241,1.3313,1.3956,Hombre,Slim,2,23.3869,Media
367,FALSE,2.4682,5.5865,1.3108,1.2056,Hombre,Slim,3,41.6807,Alta
368,FALSE,1.1568,4.6969,1.3977,0.2758,Hombre,Slim,1,19.1795,Alta
369,FALSE,1.2536,9.57,1.1032,1.8179,Hombre,Slim,3,22.9331,Alta
370,FALSE,0.7208,13.482,1.1967,1.193,Hombre,Slim,0,15.2549,Alta
371,FALSE,1.5144,7.5359,1.2877,1.5021,Hombre,Slim,1,30.6735,Alta
372,FALSE,0.7495,8.0285,1.281,1.8773,Hombre,Slim,3,17.1896,Alta
373,FALSE,0.1955,45.3239,0.4503,6.178,Hombre,Slim,1,53.5935,Alta
374,FALSE,0.1503,49.7316,0.343,6.4594,Hombre,Slim,1,50.0023,Alta
375,FALSE,0.1383,29.8049,0.8787,4.569,Hombre,Slim,0,16.4317,Alta
376,FALSE,0.7698,38.8217,0.9884,5.282,Hombre,Slim,1,69.0141,Alta
377,FALSE,0.4355,39.7159,0.6667,5.265,Hombre,Slim,1,84.8592,Alta
378,FALSE,0.3537,33.9431,0.6609,4.3918,Hombre,Slim,1,63.6992,Alta
379,FALSE,0.3878,29.118,0.9448,4.2129,Hombre,Slim,1,27.9038,Media
380,FALSE,0.1368,15.0417,0.9717,2.5414,Hombre,Slim,1,30.193,Media
381,TRUE,0.9312,9.35692,1.1199,1.8556,Hombre,Slim,3,20.7244,Media
382,TRUE,1.0754,10.8557,1.1159,1.8371,Hombre,Slim,3,18.8987,Media
383,TRUE,0.2958,21.6252,0.6755,3.6986,Hombre,Slim,2,41.1325,Media
384,TRUE,0.412,34.398,0.9765,3.9708,Hombre,Slim,1,63.3172,Alta
385,TRUE,0.5765,25.7223,0.7979,2.8909,Hombre,Slim,1,63.874,Alta
386,TRUE,0.4671,22.0741,0.538,1.9657,Hombre,Slim,1,63.8446,Alta
387,TRUE,0.5926,16.5604,0.7161,3.0667,Hombre,Slim,2,72.6106,Alta
388,TRUE,0.5166,30.9446,1.0047,3.5621,Hombre,Slim,1,64.3962,Alta
389,TRUE,0.4524,38.1701,0.937,5.1716,Hombre,Slim,1,86.5077,Alta
390,TRUE,1.1609,33.1948,0.7154,4.8508,Hombre,Slim,2,22.9572,Alta
391,TRUE,0.916,15.1615,0.8377,2.8692,Hombre,Slim,3,30.6762,Alta
392,TRUE,0.9456,14.4144,1.299,2.6075,Hombre,Slim,3,25.3686,Alta
393,TRUE,0.8474,17.2756,1.0647,3.5566,Hombre,Slim,2,25.9901,Media
394,TRUE,1.2757,10.4056,1.1321,2.5943,Hombre,Slim,2,25.8711,Media
395,TRUE,0.5722,16.5118,0.8853,3.145,Hombre,Slim,2,17.6314,Media
396,TRUE,0.7513,12.732,1.0797,2.5743,Hombre,Slim,3,19.0904,Media
397,TRUE,0.4969,14.6312,1.0341,2.6405,Hombre,Slim,1,15.9662,Media
398,TRUE,0.3857,32.3878,0.4422,4.2738,Hombre,Slim,1,37.0216,Media
399,TRUE,0.3026,36.2685,0.5362,5.1946,Hombre,Slim,1,34.4619,Media
400,TRUE,0.3707,16.5318,0.807,2.4383,Hombre,Slim,1,15.0096,Media
401,TRUE,0.3983,9.12483,1.0682,1.566,Hombre,Slim,1,15.5398,Media
402,TRUE,0.3571,19.1922,0.5087,2.0965,Hombre,Slim,1,33.1737,Media
403,TRUE,0.4354,22.8589,0.6587,2.8982,Hombre,Slim,1,36.3172,Media
404,FALSE,0.5194,20.7106,0.9159,3.6567,Hombre,Slim,1,20.0431,Media
405,FALSE,1.5284,13.3085,1.2325,3.2035,Hombre,Slim,1,24.7718,Media
406,FALSE,0.316,21.7718,1.1346,3.0878,Hombre,Slim,0,17.9577,Media
407,FALSE,0.1813,31.9605,0.796,4.4458,Hombre,Slim,0,18.5026,Media
408,FALSE,0.3032,44.9907,0.7254,5.7598,Hombre,Slim,1,20.2486,Media
409,FALSE,0.2808,42.1962,0.764,5.7876,Hombre,Slim,0,19.9628,Media
410,FALSE,0.3555,37.5903,0.7282,5.1891,Hombre,Slim,1,25.775,Media
411,FALSE,0.386,33.0631,1.0431,4.6501,Hombre,Slim,1,22.1274,Media
412,FALSE,0.8192,21.1585,0.9729,3.3664,Hombre,Slim,1,51.0634,Alta
413,FALSE,0.892,17.1296,1.2111,3.3392,Hombre,Slim,1,21.5017,Alta
414,FALSE,0.6345,12.803,1.202,2.8866,Hombre,Slim,0,16.3436,Alta
415,FALSE,1.0768,17.2273,1.129,3.6062,Hombre,Slim,0,17.5444,Alta
416,FALSE,0.4669,20.2213,0.9383,3.2108,Hombre,Slim,0,17.1632,Alta
417,FALSE,0.4619,28.2579,1.1009,3.6272,Hombre,Slim,1,32.6034,Alta
418,FALSE,0.3002,33.0619,1.0302,5.1345,Hombre,Slim,0,19.8329,Alta
419,FALSE,0.186,30.3119,0.7696,3.9128,Hombre,Slim,1,27.6188,Alta
420,FALSE,0.4199,27.9583,0.8476,3.7511,Hombre,Slim,1,27.0683,Alta
421,FALSE,0.3764,28.843,1.0074,3.6619,Hombre,Slim,0,16.8823,Alta
422,FALSE,0.3251,19.6116,0.9703,2.5231,Hombre,Slim,1,22.6732,Alta
423,FALSE,0.2188,27.8399,0.7771,3.9344,Hombre,Slim,1,20.2704,Alta
424,FALSE,1.3285,18.6306,1.0888,3.5708,Hombre,Slim,2,31.7127,Media
425,FALSE,2.4902,13.0651,1.2834,2.9002,Hombre,Slim,1,36.3862,Media
426,FALSE,1.8556,12.7747,1.272,2.8116,Hombre,Slim,2,26.1392,Media
427,FALSE,1.5828,13.25,1.1862,2.5907,Hombre,Slim,1,22.2901,Alta
428,FALSE,0.9275,11.4119,1.2326,2.5903,Hombre,Slim,1,23.7785,Media
429,TRUE,1.4531,16.0153,0.9557,3.4209,Hombre,Slim,3,38.9709,Alta
430,TRUE,1.2879,20.9277,1.0122,3.7676,Hombre,Slim,3,28.1418,Alta
431,TRUE,1.3706,18.7488,0.9145,3.244,Hombre,Slim,0,16.2076,Alta
432,TRUE,0.4986,18.636,0.6298,1.8932,Hombre,Slim,2,57.6657,Alta
433,TRUE,2.1784,15.8433,1.1147,3.0632,Hombre,Slim,4,26.0632,Alta
434,TRUE,2.1023,16.1063,1.0262,3.1806,Hombre,Slim,5,29.0441,Alta
435,TRUE,1.5404,22.2756,1.1322,3.725,Hombre,Slim,2,16.4603,Alta
436,TRUE,1.3937,12.6772,0.8995,2.9229,Hombre,Slim,4,53.1231,Alta
437,TRUE,0.5468,30.3171,0.5535,3.664,Hombre,Slim,2,62.2041,Alta
438,TRUE,1.1228,15.5177,1.0304,3.0942,Hombre,Slim,3,35.709,Alta
439,TRUE,0.6455,18.9791,0.8951,2.5431,Hombre,Slim,2,45.7879,Media
440,TRUE,0.4362,24.2427,0.8111,3.0094,Hombre,Slim,2,38.1584,Media
441,TRUE,0.5468,27.235,0.7587,3.754,Hombre,Slim,1,37.0239,Media
442,TRUE,0.2789,15.4015,0.8134,1.2337,Hombre,Slim,1,34.3023,Media
443,TRUE,1.0676,22.2309,1.0969,2.9714,Hombre,Slim,2,37.3908,Media
444,TRUE,0.487,21.6175,0.718,2.832,Hombre,Slim,2,39.5802,Media
445,TRUE,0.5217,30.0106,0.5303,4.622,Hombre,Slim,1,39.4277,Media
446,TRUE,0.4412,28.4038,1.042,4.0106,Hombre,Slim,1,33.8007,Media
447,TRUE,0.1971,18.9236,0.7196,1.9002,Hombre,Slim,2,38.2405,Media
448,TRUE,0.333,27.6306,1.024,3.6113,Hombre,Slim,1,38.6492,Media
449,FALSE,3.0404,0.8857,1.9019,0.01145,Hombre,Medium,1,15.167,Alta
450,FALSE,3.387,0.4098,1.9566,-0.6926,Hombre,Medium,1,18.076,Alta
451,FALSE,4.462,0.4714,1.9885,0.13937,Hombre,Medium,2,23.537,Alta
452,FALSE,4.1522,5.604,1.5911,1.66991,Hombre,Medium,2,15.085,Alta
453,FALSE,3.6026,0.8544,1.8851,0.51689,Hombre,Medium,1,20.355,Alta
454,FALSE,3.3793,2.1328,1.8472,0.89977,Hombre,Medium,3,22.159,Alta
455,FALSE,3.8842,0.4341,1.929,0.19932,Hombre,Medium,1,30.555,Alta
456,FALSE,7.6969,-1.206,2.249,0.26705,Hombre,Medium,1,19.508,Alta
457,FALSE,6.8984,-1.2,2.2159,0.12026,Hombre,Medium,0,16.243,Alta
458,FALSE,4.2175,1.5863,1.8363,0.63989,Hombre,Medium,2,20.257,Alta
459,FALSE,3.4187,0.8839,1.8285,0.36605,Hombre,Medium,2,20.225,Alta
460,FALSE,3.6214,4.8076,1.6314,1.2169,Hombre,Medium,2,18.226,Alta
461,FALSE,2.756,4.074,1.5903,1.26524,Hombre,Medium,2,20.465,Alta
462,FALSE,3.0816,0.5664,1.9319,0.87714,Hombre,Medium,1,19.736,Alta
463,FALSE,5.1482,-0.746,2.1718,0.29225,Hombre,Medium,0,15.112,Alta
464,FALSE,3.6619,0.6716,1.9011,0.35827,Hombre,Medium,2,18.624,Alta
465,FALSE,2.9266,3.0241,1.6854,1.17154,Hombre,Medium,3,17.38,Alta
466,FALSE,2.5851,3.6309,1.672,0.99589,Hombre,Medium,2,23.389,Alta
467,FALSE,4.6682,0.8066,1.8982,0.71903,Hombre,Medium,1,22.34,Alta
468,FALSE,6.9395,-0.933,2.1514,0.1435,Hombre,Medium,1,17.695,Alta
469,FALSE,3.8893,1.0277,1.8434,0.20047,Hombre,Medium,1,15.92,Media
470,FALSE,3.8672,2.7368,1.7589,0.87199,Hombre,Medium,2,17.922,Media
471,FALSE,4.2824,0.8581,1.939,0.503,Hombre,Medium,1,15.106,Media
472,FALSE,4.3049,0.119,1.9685,0.67253,Hombre,Medium,1,16.264,Media
473,FALSE,5.6112,-0.51,2.0699,0.64242,Hombre,Medium,1,19.589,Media
474,FALSE,6.6032,-0.93,2.1854,0.58177,Hombre,Medium,0,15.121,Media
475,FALSE,4.5038,1.065,1.8694,0.34741,Hombre,Medium,1,15.35,Media
476,FALSE,3.9893,1.6867,1.7916,0.71078,Hombre,Medium,1,15.435,Media
477,FALSE,3.5928,3.6563,1.649,1.09661,Hombre,Medium,1,15.4,Media
478,FALSE,2.6819,1.2902,1.8759,0.71283,Hombre,Medium,2,18.635,Media
479,FALSE,7.8331,-0.922,2.1186,0.50074,Hombre,Medium,0,15.769,Media
480,FALSE,6.1655,-0.548,2.0072,0.5153,Hombre,Medium,1,18.216,Media
481,FALSE,5.0057,-0.527,2.0961,0.50473,Hombre,Medium,0,15.757,Media
482,FALSE,3.6473,1.591,1.835,0.98286,Hombre,Medium,1,25.871,Media
483,FALSE,2.8591,1.5361,1.7888,0.63958,Hombre,Medium,2,23.629,Media
484,FALSE,2.5387,1.5931,1.7719,0.48479,Hombre,Medium,1,20.004,Media
485,FALSE,2.4872,5.0861,1.6035,1.37345,Hombre,Medium,1,15.664,Media
